state_code,derived_race,derived_ethnicity,derived_sex,applicant_age,derived_loan_product_type,funnel_stage,leakage_category,denial_reason_label,is_approved_not_converted,income_band,loan_amount_band,property_value_band,ltv_band,rate_spread_band,dti_band,area_median_income_band,n_aplicaciones,total_loan_amount,total_income,n_con_income,total_rate_spread,n_con_rate_spread,total_origination_charges,n_con_origination_charges,total_interest_rate,n_con_interest_rate,total_loan_costs_sum,n_con_total_loan_costs,total_discount_points,n_con_discount_points,total_property_value,n_con_property_value
IL,White,Not Hispanic or Latino,Female,45-54,FHA:First Lien,Denied,Risk-based leakage,Unverifiable information,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,115000.0,44.0,1,,0,,0,,0,,0,,0,135000.0,1
TX,Black or African American,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,295000.0,91.0,1,,0,,0,,0,,0,,0,,0
IL,White,Not Hispanic or Latino,Joint,45-54,VA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,315000.0,170.0,1,-0.411,1,2268.8,1,6.875,1,3584.3,1,1045.8,1,515000.0,1
IL,White,Not Hispanic or Latino,Sex Not Available,65-74,VA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,355000.0,150.0,1,-1.249,1,7320.25,1,5.125,1,13574.7,1,10631.25,1,475000.0,1
IL,Race Not Available,Ethnicity Not Available,Sex Not Available,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Bajo,1,115000.0,47.0,1,-0.037,1,878.0,1,6.25,1,3066.94,1,,0,145000.0,1
MI,White,Not Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,365000.0,160.0,1,2.113,1,5370.17,1,7.625,1,7992.67,1,4375.17,1,395000.0,1
TX,Joint,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Denied,Risk-based leakage,Unverifiable information,False,Alto ($146K+),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Bajo,1,185000.0,168.0,1,,0,,0,,0,,0,,0,185000.0,1
TX,White,Hispanic or Latino,Male,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Bajo,3,495000.0,512.0,3,0.925,3,5940.0,3,20.474,3,12252.85,3,,0,835000.0,3
GA,White,Not Hispanic or Latino,Joint,45-54,Conventional:Subordinate Lien,Incomplete,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,5000.0,82.0,1,,0,,0,,0,,0,,0,,0
AZ,White,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Medio,1,405000.0,131.0,1,0.474,1,6096.9,1,6.25,1,16029.71,1,4677.9,1,415000.0,1
AZ,White,Not Hispanic or Latino,Male,45-54,VA:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,5000.0,45.0,1,,0,,0,,0,,0,,0,205000.0,1
AZ,Asian,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,345000.0,17.0,1,,0,,0,,0,,0,,0,535000.0,1
IN,White,Not Hispanic or Latino,Female,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Alto (50%+),Medio,1,95000.0,103.0,1,1.781,1,3517.16,1,7.25,1,6318.07,1,1712.16,1,95000.0,1
CA,Black or African American,Not Hispanic or Latino,Female,25-34,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Alto,2,1850000.0,756.0,2,,0,,0,,0,,0,,0,,0
CA,White,Joint,Male,55-64,Conventional:First Lien,Denied,Risk-based leakage,Other,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,405000.0,158.0,1,,0,,0,,0,,0,,0,545000.0,1
CA,Asian,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Unknown,Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Bajo (<30%),Alto,1,1005000.0,,0,1.744,1,11860.0,1,7.25,1,,0,,0,3705000.0,1
IL,Race Not Available,Ethnicity Not Available,Sex Not Available,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,245000.0,115.0,1,-0.133,1,4769.77,1,5.5,1,9329.08,1,3679.77,1,255000.0,1
IL,Race Not Available,Ethnicity Not Available,Male,25-34,VA:First Lien,Incomplete,Process-based leakage,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,325000.0,71.0,1,,0,,0,,0,,0,,0,,0
TX,White,Not Hispanic or Latino,Female,55-64,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,2,890000.0,233.0,2,-1.122,2,14791.6,2,12.325,2,16341.92,2,8601.6,1,880000.0,2
CA,White,Not Hispanic or Latino,Female,45-54,Conventional:Subordinate Lien,Denied,Risk-based leakage,Credit application incomplete,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,255000.0,314.0,1,,0,,0,,0,,0,,0,1155000.0,1
CA,White,Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Alto,1,385000.0,167.0,1,1.4,1,3490.59,1,7.625,1,7837.09,1,2500.59,1,415000.0,1
GA,Race Not Available,Ethnicity Not Available,Male,35-44,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Alto ($146K+),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,225000.0,174.0,1,,0,,0,,0,,0,,0,255000.0,1
GA,Joint,Not Hispanic or Latino,Joint,35-44,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,215000.0,109.0,1,,0,,0,,0,,0,,0,185000.0,1
GA,Asian,Hispanic or Latino,Female,25-34,Conventional:First Lien,Denied,Risk-based leakage,Insufficient cash,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,75000.0,28.0,1,,0,,0,,0,,0,,0,75000.0,1
IL,White,Not Hispanic or Latino,Female,55-64,Conventional:Subordinate Lien,Denied,Risk-based leakage,Credit application incomplete,False,Alto ($146K+),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,85000.0,332.0,1,,0,,0,,0,,0,,0,,0
IL,Race Not Available,Hispanic or Latino,Male,55-64,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,245000.0,95.0,1,0.416,1,3674.35,1,6.125,1,,0,2474.35,1,255000.0,1
IL,Race Not Available,Hispanic or Latino,Sex Not Available,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,65000.0,28.0,1,0.867,1,0.0,1,7.25,1,0.0,1,,0,125000.0,1
CA,Asian,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Denied,Risk-based leakage,Insufficient cash,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Alto,3,2725000.0,776.0,3,,0,,0,,0,,0,,0,3725000.0,3
IL,White,Not Hispanic or Latino,Male,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Bajo,1,225000.0,102.0,1,0.709,1,2628.69,1,7.25,1,4909.89,1,1133.69,1,355000.0,1
IL,Black or African American,Not Hispanic or Latino,Male,65-74,Conventional:Subordinate Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Alto (50%+),Medio,1,5000.0,119.0,1,3.374,1,,0,8.75,1,,0,,0,255000.0,1
IL,White,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,165000.0,80.0,1,,0,,0,,0,,0,,0,345000.0,1
IL,Asian,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,205000.0,70.0,1,-0.294,1,987.0,1,6.375,1,5322.3,1,92.0,1,255000.0,1
IL,Black or African American,Not Hispanic or Latino,Female,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,145000.0,74.0,1,0.461,1,2645.0,1,6.25,1,4030.15,1,1450.0,1,1455000.0,1
NC,Black or African American,Not Hispanic or Latino,Male,65-74,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,105000.0,25.0,1,1.31,1,2281.02,1,7.75,1,6047.56,1,786.02,1,145000.0,1
MA,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Medio,2,1920000.0,1157.0,2,0.539,2,2915.0,2,13.75,2,12555.0,2,,0,2360000.0,2
MA,Asian,Not Hispanic or Latino,Joint,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Alto,4,1950000.0,440.0,4,-0.7070000000000001,4,9020.25,4,26.24,4,19979.24,4,4676.25,1,3080000.0,4
MA,White,Not Hispanic or Latino,Female,25-34,FHA:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Alto,1,265000.0,88.0,1,0.154,1,,0,6.125,1,,0,,0,305000.0,1
MA,Race Not Available,Ethnicity Not Available,Sex Not Available,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Alto,5,5475000.0,2096.0,5,-1.8362,5,17906.75,5,29.98,5,43705.16,5,13858.75,2,6745000.0,5
FL,White,Not Hispanic or Latino,Male,65-74,VA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Bajo,1,425000.0,226.0,1,-0.994,1,7521.5,1,5.5,1,11366.35,1,7521.5,1,775000.0,1
FL,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,2,440000.0,156.0,2,,0,,0,,0,,0,,0,450000.0,2
FL,Race Not Available,Ethnicity Not Available,Joint,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,2,810000.0,396.0,2,1.277,2,7738.73,2,15.25,2,15454.63,2,10155.98,2,850000.0,2
MA,Race Not Available,Not Hispanic or Latino,Sex Not Available,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Alto,2,960000.0,445.0,2,0.785,2,10496.0,2,13.25,2,16636.9,2,7616.0,1,1100000.0,2
VA,Black or African American,Hispanic or Latino,Female,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Alto,1,245000.0,100.0,1,0.752,1,0.0,1,7.125,1,7737.07,1,,0,245000.0,1
VA,White,Not Hispanic or Latino,Female,45-54,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Alto,1,5000.0,75.0,1,1.0,1,0.0,1,7.75,1,250.0,1,,0,205000.0,1
VA,Race Not Available,Hispanic or Latino,Male,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Alto,1,505000.0,129.0,1,0.81,1,1810.63,1,7.125,1,14693.7,1,415.63,1,515000.0,1
VA,White,Not Hispanic or Latino,Joint,25-34,FHA:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,395000.0,86.0,1,,0,,0,6.625,1,,0,,0,395000.0,1
IL,Asian,Not Hispanic or Latino,Joint,25-34,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Medio,1,125000.0,201.0,1,1.22,1,200.0,1,8.0,1,200.0,1,,0,345000.0,1
IL,Black or African American,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Alto (50%+),Bajo,1,375000.0,93.0,1,0.144,1,1245.33,1,6.75,1,10376.08,1,645.33,1,405000.0,1
TX,White,Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,2,540000.0,330.0,2,-0.5820000000000001,2,10188.18,2,13.5,2,17162.199999999997,2,7763.18,2,730000.0,2
TX,Joint,Hispanic or Latino,Joint,45-54,VA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,415000.0,101.0,1,,0,,0,,0,,0,,0,,0
TX,Black or African American,Ethnicity Not Available,Female,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,325000.0,74.0,1,0.438,1,14006.83,1,6.875,1,23237.09,1,12150.83,1,335000.0,1
TX,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Female,>74,VA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Bajo,1,345000.0,74.0,1,0.019,1,0.0,1,5.999,1,3734.39,1,6900.0,1,345000.0,1
TX,Race Not Available,Ethnicity Not Available,Male,35-44,VA:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,405000.0,106.0,1,-0.493,1,,0,6.5,1,,0,,0,405000.0,1
IL,Race Not Available,Ethnicity Not Available,Joint,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Medio,1,295000.0,161.0,1,0.762,1,4080.78,1,7.0,1,7676.73,1,2582.78,1,395000.0,1
TX,White,Hispanic or Latino,Female,35-44,FSA/RHS:Subordinate Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,4,20000.0,219.0,4,-23.78,4,0.0,4,,0,,0,,0,820000.0,4
TX,White,Hispanic or Latino,Male,45-54,FSA/RHS:Subordinate Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,2,10000.0,170.0,2,-10.64,2,0.0,2,,0,,0,,0,460000.0,2
TX,Black or African American,Not Hispanic or Latino,Female,55-64,FSA/RHS:Subordinate Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Alto (50%+),Bajo,1,5000.0,64.0,1,-7.84,1,0.0,1,,0,,0,,0,295000.0,1
TX,Black or African American,Not Hispanic or Latino,Female,35-44,FSA/RHS:Subordinate Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,5000.0,55.0,1,,0,,0,,0,,0,,0,,0
TX,Race Not Available,Ethnicity Not Available,Sex Not Available,45-54,FHA:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Bajo (<30%),Bajo,1,175000.0,153.0,1,1.541,1,,0,7.25,1,,0,,0,185000.0,1
IL,White,Not Hispanic or Latino,Male,>74,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,175000.0,258.0,1,,0,4332.5,1,6.25,1,8587.5,1,2762.5,1,375000.0,1
IL,White,Hispanic or Latino,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,495000.0,215.0,1,,0,1570.0,1,7.25,1,5825.0,1,,0,625000.0,1
IL,White,Hispanic or Latino,Female,45-54,FHA:First Lien,Denied,Risk-based leakage,Credit history,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,365000.0,207.0,1,,0,,0,,0,,0,,0,365000.0,1
IN,White,Not Hispanic or Latino,Joint,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Alto (50%+),Bajo,1,485000.0,130.0,1,1.859,1,10500.44,1,7.75,1,20505.47,1,9005.44,1,655000.0,1
IN,Black or African American,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Alto ($405K+),Medio ($265K-$485K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Alto (50%+),Medio,1,445000.0,74.0,1,-0.713,1,13141.47,1,5.75,1,15184.47,1,25462.47,1,475000.0,1
IN,Black or African American,Not Hispanic or Latino,Male,35-44,FHA:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,265000.0,31.0,1,,0,,0,,0,,0,,0,275000.0,1
CA,Race Not Available,Ethnicity Not Available,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Alto,1,595000.0,145.0,1,1.577,1,5518.93,1,7.25,1,21382.43,1,2823.93,1,735000.0,1
TX,Joint,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Medio,1,425000.0,166.0,1,1.466,1,5514.75,1,7.5,1,9368.13,1,,0,475000.0,1
TX,White,Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Bajo,3,675000.0,335.0,3,-0.972,3,13574.14,3,17.124,3,25722.730000000003,3,12003.54,3,735000.0,3
TX,Race Not Available,Ethnicity Not Available,Joint,35-44,VA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,365000.0,163.0,1,-0.178,1,0.0,1,6.624,1,7436.5,1,3577.28,1,485000.0,1
TX,Black or African American,Joint,Joint,45-54,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Bajo,1,395000.0,129.0,1,0.407,1,0.0,1,7.624,1,2412.0,1,,0,395000.0,1
CA,White,Hispanic or Latino,Female,45-54,Conventional:Subordinate Lien,Denied,Risk-based leakage,Credit history,False,Medio ($76K-$146K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,55000.0,77.0,1,,0,,0,,0,,0,,0,485000.0,1
CA,White,Not Hispanic or Latino,Male,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Bajo,1,145000.0,63.0,1,1.078,1,4563.75,1,6.375,1,7492.2,1,3538.75,1,145000.0,1
TX,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,3,645000.0,264.0,3,6.195,3,9959.25,3,26.75,3,18832.18,3,722.5,1,735000.0,3
TX,Black or African American,Ethnicity Not Available,Female,25-34,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,45000.0,38.0,1,,0,,0,,0,,0,,0,65000.0,1
TX,White,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Bajo (<30%),Medio,2,640000.0,1636.0,2,3.872,2,1754.39,1,15.505,2,3964.91,1,1754.39,1,790000.0,2
